title,budget,year,revenue,ratio,rating,production_company,abstract,url
Cursed,35000000,2005-02-25,19294901.0,1.8139507427376798,8.949722,"[{'name': 'Craven-Maddalena Films', 'id': 1600}, {'name': 'Outerbanks Entertainment', 'id': 2180}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Kalis Productions GmbH & Co. Zweite KG', 'id': 20376}]",Cursed may refer to:,https://en.wikipedia.org/wiki/Cursed
Basic Instinct 2,70000000,2006-03-29,38629478.0,1.8120876497476874,15.321902,"[{'name': 'Intermedia Films', 'id': 763}, {'name': 'Kanzaman', 'id': 4169}, {'name': 'C-2 Pictures', 'id': 7340}, {'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'id': 19116}]",| writer         =,https://en.wikipedia.org/wiki/Basic_Instinct_2
Valiant,35000000,2005-03-25,19478106.0,1.7968892868741961,11.836827,"[{'name': 'Vanguard Films', 'id': 614}, {'name': 'Scanbox', 'id': 8992}]",Valiant may refer to:,https://en.wikipedia.org/wiki/Valiant
Agora,70000000,2009-05-17,39041505.0,1.7929636677684428,8.029671,"[{'name': 'Himenóptero', 'id': 784}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Mod Producciones', 'id': 5444}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'id': 9974}, {'name': 'Government of Malta', 'id': 19927}]",thumb|[[Stoa of the ancient agora of Thessaloniki]],https://en.wikipedia.org/wiki/Agora
Angel Eyes,53000000,2001-05-15,29700000.0,1.7845117845117846,5.3962,"[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'The Canton Company', 'id': 22351}, {'name': 'AE Two Film Productions', 'id': 89132}, {'name': 'Angel Eyes Productions', 'id': 89133}]",Angel Eyes may refer to:,https://en.wikipedia.org/wiki/Angel_Eyes
City By The Sea,40000000,2002-09-06,22433915.0,1.7830146900351544,3.9030160000000005,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Brad Grey Pictures', 'id': 10958}, {'name': 'Sea Breeze Productions Inc.', 'id': 76490}]",,
Winged Migration,35866397,2001-12-12,20217080.0,1.774064157633051,3.6899300000000004,"[{'name': 'Bac Films', 'id': 208}, {'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Procirep', 'id': 311}, {'name': 'Galatée Films', 'id': 793}, {'name': 'Eurimages', 'id': 850}, {'name': 'Canal+', 'id': 5358}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Télévision Suisse-Romande (TSR)', 'id': 8453}, {'name': 'Wanda Visión S.A.', 'id': 10046}, {'name': 'Conseil Régional de Franche-Comté', 'id': 11402}, {'name': 'Eyescreen S.r.l.', 'id': 12012}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Les Productions de la Guéville', 'id': 17873}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]",,
Lady in the Water,75000000,2006-07-21,42285169.0,1.7736715206222777,8.704554,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Blinding Edge Pictures', 'id': 12236}]",Lady of the Lake|Lady in the Lake (disambiguation)Lady in the Lake}},https://en.wikipedia.org/wiki/Lady_in_the_Water
The People vs. Larry Flynt,36000000,1996-10-12,20300385.0,1.7733653819865978,9.178371,"[{'name': 'Sony Pictures', 'id': 34}]",| music           = Thomas Newman,https://en.wikipedia.org/wiki/The_People_vs._Larry_Flynt
88 Minutes,30000000,2007-02-14,16930884.0,1.7719098423921633,8.552967,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Nu Image Entertainment', 'id': 713}, {'name': 'Brightlight Pictures', 'id': 1063}]",| writer         = Gary Scott Thompson,https://en.wikipedia.org/wiki/88_Minutes
The Relic,60000000,1997-01-10,33956608.0,1.766960940268239,7.699967,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 15278}]",,
My Favorite Martian,65000000,1999-02-11,36850101.0,1.7639028994791628,12.651019999999999,"[{'name': 'Walt Disney Pictures', 'id': 2}]",| last_aired           =,https://en.wikipedia.org/wiki/My_Favorite_Martian
Stealth,135000000,2005-07-28,76932943.0,1.7547749343216987,13.890179999999999,"[{'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Original Film', 'id': 333}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'AFG Talons Productions', 'id': 19523}]",Stealth may refer to:,https://en.wikipedia.org/wiki/Stealth
Space Pirate Captain Harlock,30000000,2013-09-07,17137302.0,1.7505672713242726,7.857666,"[{'name': 'Toei Animation Company', 'id': 3116}]",| network         = TV Asahi,https://en.wikipedia.org/wiki/Space_Pirate_Captain_Harlock
Lord of War,42000000,2005-09-16,24127895.0,1.7407237556363702,8.745216000000001,"[{'name': 'Saturn Films', 'id': 831}, {'name': 'Ascendant Pictures', 'id': 1204}, {'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Entertainment Manufacturing Company', 'id': 1206}, {'name': 'Rising Star', 'id': 1208}, {'name': 'Copag V', 'id': 21938}]",warlord}},https://en.wikipedia.org/wiki/Lord_of_War
Repo Men,32000000,2010-03-18,18409891.0,1.7381960599332174,7.502967,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}]",| starring       = Jude LawForest WhitakerLiev SchreiberAlice BragaCarice van Houten,https://en.wikipedia.org/wiki/Repo_Men
Man on the Moon,82000000,1999-12-22,47434430.0,1.7287021262825335,13.217419,"[{'name': 'Mutual Film Company', 'id': 762}]",Man on the Moon may refer to:,https://en.wikipedia.org/wiki/Man_on_the_Moon
Drive Angry,50000000,2011-02-24,28931401.0,1.7282260198875263,7.668829,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Nu Image Films', 'id': 925}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Michael De Luca Productions', 'id': 11370}]",| music          = Michael Wandmacher,https://en.wikipedia.org/wiki/Drive_Angry
Summer Catch,34000000,2001-08-22,19693891.0,1.7264236914888988,5.499867,"[{'name': 'Tollin/Robbins Productions', 'id': 2184}, {'name': 'Warner Bros.', 'id': 6194}]",| runtime = 108 minutes,https://en.wikipedia.org/wiki/Summer_Catch
The Quick and the Dead,32000000,1995-02-09,18552460.0,1.7248386467347188,7.54701,"[{'name': 'TriStar Pictures', 'id': 559}]",The Quick and the Dead may refer to:,https://en.wikipedia.org/wiki/The_Quick_and_the_Dead
Down with Love,35000000,2003-05-08,20298207.0,1.7242902291813262,9.392508,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Mediastream Dritte Film', 'id': 2522}, {'name': 'Jinks/Cohen Company', 'id': 2721}]",| screenplay     = Eve Ahlert,https://en.wikipedia.org/wiki/Down_with_Love
For the Boys,40000000,1991-11-22,23202444.0,1.7239563211530646,10.336913000000001,"[{'name': 'All Girl Productions', 'id': 10535}]",|music          = Dave Grusin,https://en.wikipedia.org/wiki/For_the_Boys
Metro,55000000,1997-01-16,31987563.0,1.7194182626541448,10.519480999999999,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Touchstone Pictures', 'id': 9195}]","Metro, short for metropolitan, may refer to:",https://en.wikipedia.org/wiki/Metro
Driven,94000000,2001-04-27,54744738.0,1.7170600031002066,5.310558,"[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Trackform Film Productions', 'id': 10107}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]",Driven may refer to:,https://en.wikipedia.org/wiki/Driven
Serving Sara,29000000,2002-08-20,16930185.0,1.7129168996085984,10.16841,"[{'name': 'Paramount Pictures', 'id': 4}]",| runtime     = 99 minutes,https://en.wikipedia.org/wiki/Serving_Sara
Money Train,60000000,1995-11-21,35431113.0,1.6934269042014005,7.337905999999999,"[{'name': 'Columbia Pictures', 'id': 5}]",| screenplay     =,https://en.wikipedia.org/wiki/Money_Train
The Inhabited Island,36500000,2008-12-18,21834845.0,1.6716399864528464,2.0477939999999997,"[{'name': 'Art Pictures Studio', 'id': 3451}, {'name': 'Non-Stop Productions', 'id': 5630}, {'name': 'Telekanal STS', 'id': 22691}, {'name': 'Premiere Stealth Rights', 'id': 46831}]",,
Stormbreaker,40000000,2006-07-21,23937870.0,1.6709924483673777,8.778999,"[{'name': 'Isle of Man Film', 'id': 2268}, {'name': 'Weinstein Company, The', 'id': 7289}, {'name': 'Samuelson Productions', 'id': 22514}]",2000 (Walker Books)| 2001 (Puffin Books)}},https://en.wikipedia.org/wiki/Stormbreaker
Michael Collins,28000000,1996-10-25,16900000.0,1.6568047337278107,6.728199000000001,"[{'name': 'Geffen Pictures', 'id': 360}, {'name': 'Warner Bros.', 'id': 6194}]",Michael Collins may refer to:,https://en.wikipedia.org/wiki/Michael_Collins
Assassins,50000000,1995-10-06,30303072.0,1.649997729603124,11.065939,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Donner/Shuler-Donner Productions', 'id': 23397}, {'name': 'Evansgideon/Lazar', 'id': 25061}]",,
Sin City: A Dame to Kill For,65000000,2014-08-20,39407616.0,1.6494273594220974,20.623642,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'AR Films', 'id': 11005}, {'name': 'Aldamisa Entertainment', 'id': 11006}, {'name': 'Demarest Films', 'id': 13241}, {'name': 'Solipsist Film', 'id': 29076}, {'name': 'Residaco', 'id': 41658}]",| producer       =,https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For
Antitrust,30000000,2001-01-12,18195610.0,1.6487493411872425,8.142166,"[{'name': 'Industry Entertainment', 'id': 376}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Hyde Park Films', 'id': 1172}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",,
Renaissance Man,40000000,1994-06-03,24332324.0,1.6439038046674046,4.985157,"[{'name': 'Cinergi Pictures Entertainment', 'id': 1504}, {'name': 'Touchstone Pictures', 'id': 9195}]",Renaissance Man may refer to:,https://en.wikipedia.org/wiki/Renaissance_Man
Stuck on You,55000000,2003-12-10,33828318.0,1.625856774788507,6.96675,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Conundrum Entertainment', 'id': 1156}]",Stuck on You may refer to:,https://en.wikipedia.org/wiki/Stuck_on_You
I Still Know What You Did Last Summer,65000000,1998-11-13,40002112.0,1.624914204530001,11.023042,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandalay Entertainment', 'id': 1236}, {'name': 'Summer Knowledge LLC', 'id': 1464}]",}},https://en.wikipedia.org/wiki/I_Still_Know_What_You_Did_Last_Summer
Junior,60000000,1994-11-22,37000000.0,1.6216216216216217,6.710215,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Northern Lights Entertainment', 'id': 8816}]",Junior or Juniors may refer to:,https://en.wikipedia.org/wiki/Junior
Big Miracle,40000000,2012-02-02,24719215.0,1.618174363546739,6.159379,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Working Title Films', 'id': 10163}]",| starring       = Drew BarrymoreJohn KrasinskiKristen BellDermot MulroneyTim Blake NelsonVinessa ShawTed Danson,https://en.wikipedia.org/wiki/Big_Miracle
Psycho,60000000,1998-12-04,37141130.0,1.6154597342622585,6.715897999999999,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",Psycho may refer to:,https://en.wikipedia.org/wiki/Psycho
An Unfinished Life,30000000,2005-09-09,18618284.0,1.6113192816265989,7.761953999999999,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Persistent Entertainment', 'id': 810}, {'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'Kalis Productions GmbH & Co. Zweite KG', 'id': 20376}, {'name': 'Unfinished Films', 'id': 20377}]",| writer         = Virginia Korus Spragg,https://en.wikipedia.org/wiki/An_Unfinished_Life
Final Fantasy: The Spirits Within,137000000,2001-07-02,85131830.0,1.6092688245982731,10.223851,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Square USA', 'id': 4164}, {'name': 'Chris Lee Productions', 'id': 20033}]",| screenplay  =,https://en.wikipedia.org/wiki/Final_Fantasy:_The_Spirits_Within
The Hunted,55000000,2003-03-11,34234008.0,1.6065895643887214,7.481524,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Alphaville Films', 'id': 11462}]",,
Practical Magic,75000000,1998-10-16,46683377.0,1.606567579719008,7.757795,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Fortis Films', 'id': 4258}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Stargate Studios', 'id': 55474}]",| based_on       =,https://en.wikipedia.org/wiki/Practical_Magic
The Big Wedding,35000000,2013-04-25,21819348.0,1.6040809285410362,6.651605,"[{'name': 'Millenium Films', 'id': 1020}, {'name': 'Two Ton Films', 'id': 17049}]",| starring       =,https://en.wikipedia.org/wiki/The_Big_Wedding
Pandorum,33000000,2009-09-08,20645327.0,1.5984246701444835,10.391425,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Constantin Film Produktion', 'id': 5755}]",| screenplay     = Travis Milloy,https://en.wikipedia.org/wiki/Pandorum
Little Black Book,35000000,2004-08-06,22034832.0,1.5883942296451363,5.093704,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Blue Star Pictures', 'id': 2779}]",Little black book}},https://en.wikipedia.org/wiki/Little_Black_Book
Empire of the Sun,35000000,1987-12-09,22238696.0,1.5738332859084903,10.220906,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]",Empire of the Sun is a 1984 novel by English writer J. G.,https://en.wikipedia.org/wiki/Empire_of_the_Sun
Solaris,47000000,2002-11-27,30002758.0,1.5665226510176165,10.642824000000001,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lightstorm Entertainment', 'id': 574}]","Solaris, a Latin word meaning ""pertaining to the sun"", may refer to:",https://en.wikipedia.org/wiki/Solaris
The Replacement Killers,30000000,1998-02-06,19204929.0,1.5620989799025031,9.384886999999999,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]",| music          = Harry Gregson-Williams,https://en.wikipedia.org/wiki/The_Replacement_Killers
How to Lose Friends & Alienate People,27000000,2008-10-02,17286299.0,1.5619306365116095,11.981531,"[{'name': 'UK Film Council', 'id': 2452}, {'name': 'Intandem Films', 'id': 2731}, {'name': 'Aramid Entertainment Fund', 'id': 3272}, {'name': 'Film4', 'id': 9349}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Number 9 Films', 'id': 11752}]",,
Sunshine,50000000,2007-04-05,32017803.0,1.5616311962441645,12.715571,"[{'name': 'DNA Films', 'id': 284}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]",,
The Spirit,60000000,2008-12-25,39031337.0,1.537226357375357,5.762005,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Odd Lot Entertainment', 'id': 3263}, {'name': 'Media Magik Entertainment', 'id': 5627}, {'name': 'Dark Lot Entertainment', 'id': 7375}, {'name': 'Continental Entertainment Group (CEG)', 'id': 7376}]",,
The Finest Hours,80000000,2016-01-25,52099090.0,1.5355354575291047,10.385757,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Whitaker Entertainment', 'id': 51164}, {'name': 'Bergsten Music', 'id': 77739}, {'name': 'Red Hawk Entertainment', 'id': 78217}]",,
The Whole Ten Yards,40000000,2004-04-07,26155781.0,1.5292986280929635,7.156060000000001,"[{'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'MHF Zweite Academy Film', 'id': 8848}, {'name': 'Eclipse Catering', 'id': 23787}, {'name': 'Nine Yards Two Productions', 'id': 51771}, {'name': 'Nine Yards Productions', 'id': 51772}]",| starring       =,https://en.wikipedia.org/wiki/The_Whole_Ten_Yards
Around the World in 80 Days,110000000,2004-06-16,72178895.0,1.5239911888371247,7.8250720000000005,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Babelsberg Film', 'id': 19481}, {'name': 'Mostow/Lieberman Productions', 'id': 23636}, {'name': '80 Days Productions', 'id': 53413}, {'name': 'Spanknyce Films', 'id': 53414}, {'name': 'Fitzwilliam Productions', 'id': 53416}]",,
Whiskey Tango Foxtrot,35000000,2016-03-04,23083334.0,1.5162454435741388,8.155603999999999,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Broadway Video', 'id': 1756}, {'name': 'Little Stranger', 'id': 26402}]",,
A Cure for Wellness,40000000,2017-02-15,26559557.0,1.5060492161070307,13.284360000000001,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Twentieth Century Fox', 'id': 7392}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Blind Wink Productions', 'id': 37381}]",| screenplay     = Justin Haythe,https://en.wikipedia.org/wiki/A_Cure_for_Wellness
The Insider,90000000,1999-10-28,60289912.0,1.492787052002995,11.3569,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Kaitz Productions', 'id': 8758}, {'name': 'Mann/Roth Productions', 'id': 8759}, {'name': 'Touchstone Pictures', 'id': 9195}]",An insider is a member of a group of people of limited number and with restricted access.,https://en.wikipedia.org/wiki/The_Insider
We Are Marshall,65000000,2006-12-12,43545364.0,1.4926962144580993,5.401746,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'Wonderland Sound and Vision', 'id': 4022}, {'name': 'Warner Bros.', 'id': 6194}]",,
Nine,80000000,2009-12-03,53825515.0,1.4862839677428075,5.658857,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Relativity Media', 'id': 7295}]",,
Annapolis,26000000,2006-01-27,17496992.0,1.4859697026780374,5.450751,"[{'name': 'Touchstone Pictures', 'id': 9195}]",,
Oscar,35000000,1991-04-26,23562716.0,1.485397523782912,6.137796,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}, {'name': 'Joseph S. Vecchio Entertainment', 'id': 82572}]",Oscar or OSCAR may refer to:,https://en.wikipedia.org/wiki/Oscar
The Love Guru,62000000,2008-06-20,41819064.0,1.4825774197146067,6.258666000000001,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'Internationale Filmproduktion', 'id': 15742}]",| runtime = 87 minutes,https://en.wikipedia.org/wiki/The_Love_Guru
Alex Cross,45000000,2012-10-18,30353232.0,1.4825439346953233,8.279285,"[{'name': 'Summit Entertainment', 'id': 491}]","Alex Cross is a fictional character created by author James Patterson.  He is the protagonist of the series of books about a former FBI agent and psychologist who works in Washington, D.",https://en.wikipedia.org/wiki/Alex_Cross
Windtalkers,115000000,2002-06-14,77628265.0,1.4814191712258415,7.455875,"[{'name': 'Lion Rock Productions', 'id': 2812}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",,
The Musketeer,40000000,2001-09-07,27053815.0,1.4785345430949388,4.2609449999999995,"[{'name': 'Crystal Sky Worldwide', 'id': 4077}, {'name': 'MDP Worldwide', 'id': 10828}, {'name': 'ApolloMedia Distribution', 'id': 16850}, {'name': 'Carousel Picture Company, The', 'id': 19944}, {'name': 'Signature Entertainment', 'id': 23770}, {'name': 'Luxembourg Film Fund', 'id': 46195}, {'name': ""D'Artagnan Productions Limited"", 'id': 53010}, {'name': 'Q&Q Medien GmbH', 'id': 53011}]",Miramax Films,https://en.wikipedia.org/wiki/The_Musketeer
